CountrySubdivision,CountrySubdivisionCode,Municipality,Latitude,Longitude,Country,CountryCode,CountryCode3
,,Bukit Batok New Town,1.351667,103.762778,SINGAPORE,SG,SGP
,,Bukit Batok,1.351667,103.762778,SINGAPORE,SG,SGP
,,Mount Emily Park,1.304722,103.847222,SINGAPORE,SG,SGP
,,Teacher’s Housing Estate,1.383333,103.828611,SINGAPORE,SG,SGP
,,Bukit Sembawang Estate,1.398889,103.828611,SINGAPORE,SG,SGP
,,Delta Estate,1.291111,103.829444,SINGAPORE,SG,SGP
,,Havelock/Delta Estate,1.291111,103.829444,SINGAPORE,SG,SGP
,,Havelock Estate,1.291111,103.829444,SINGAPORE,SG,SGP
,,Tampines New Town,1.349167,103.949722,SINGAPORE,SG,SGP
,,Tampines,1.349167,103.949722,SINGAPORE,SG,SGP
,,Tanglin Halt,1.301389,103.7975,SINGAPORE,SG,SGP
,,Kampong Silat Estate,1.278889,103.826389,SINGAPORE,SG,SGP
,,Hong Leong Garden,1.319444,103.754722,SINGAPORE,SG,SGP
,,Sussex Estate,1.308889,103.768889,SINGAPORE,SG,SGP
,,Serangoon,1.375556,103.897222,SINGAPORE,SG,SGP
,,Kangkar,1.376111,103.901667,SINGAPORE,SG,SGP
,,Sungai Mandai Village,1.410556,103.776944,SINGAPORE,SG,SGP
,,Sungai Mandai,1.410556,103.776944,SINGAPORE,SG,SGP
,,Marine Parade Estate,1.304167,103.924722,SINGAPORE,SG,SGP
,,Queenstown New Town,1.294167,103.8025,SINGAPORE,SG,SGP
,,Queenstown,1.294167,103.8025,SINGAPORE,SG,SGP
,,Queenstown Estate,1.294167,103.8025,SINGAPORE,SG,SGP
,,Tai Kheng Gardens,1.3475,103.899722,SINGAPORE,SG,SGP
,,Hai Sing Park,1.363611,103.905,SINGAPORE,SG,SGP
,,Fish Farming Estate,1.363611,103.913611,SINGAPORE,SG,SGP
,,Thomson Garden Estate,1.353611,103.838611,SINGAPORE,SG,SGP
,,Mayflower Estate,1.371944,103.839444,SINGAPORE,SG,SGP
,,Thomson Park,1.357222,103.836389,SINGAPORE,SG,SGP
